"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"2 Two Dwelling",665,1668,1667,1901
"2 Two Dwelling",825,2200,2000,1910
"2 Two Dwelling",999,2970,1667,2004
"2 Two Dwelling",990,1500,1667,1910
"2 Two Dwelling",150,1500,1667,1910
"2 Two Dwelling",925,1500,1667,1910
"2 Two Dwelling",1030,2176,1125,1901
"2 Two Dwelling",950,2154,1167,1901
"2 Two Dwelling",175,2001,1667,1910
"2 Two Dwelling",736,2700,2000,1905
"2 Two Dwelling",1120,2700,2000,1905
"2 Two Dwelling",400,3300,2000,1905
"2 Two Dwelling",1275,3000,2017,1905
"2 Two Dwelling",212.5,2271,1675,1905
"2 Two Dwelling",1,1620,1808,1905
"2 Two Dwelling",855,3600,2700,1910
"2 Two Dwelling",545,2000,2000,1905
"2 Two Dwelling",750,1800,2500,1910
"2 Two Dwelling",630,1360,1700,1905
"3 Three Dwelling",1700,3750,2500,2006
"3 Three Dwelling",1375,2250,2500,1910
"3 Three Dwelling",361,2850,1805,1920
"3 Three Dwelling",1140,3288,1125,2004
"3 Three Dwelling",1300,3100,1340,1925
"3 Three Dwelling",999.95,2958,1598,1920
"3 Three Dwelling",990,2880,1332,1899
"3 Three Dwelling",1225,2508,1480,1899
"3 Three Dwelling",746.976,3594,2250,2013
"3 Three Dwelling",800,2700,1500,1901
"3 Three Dwelling",1558,2280,3750,1901
"3 Three Dwelling",1200,3150,2500,1901
"3 Three Dwelling",925,2480,2370,1899
"3 Three Dwelling",810,2964,2000,2005
"3 Three Dwelling",734,3600,2000,2013
"3 Three Dwelling",880,2763,1317,1930
"3 Three Dwelling",1188,3000,2000,1910
"3 Three Dwelling",920,3201,1942,1910
"3 Three Dwelling",712.5,3720,2000,1931
"3 Three Dwelling",980,3120,2000,2005
"3 Three Dwelling",500,3152,2000,2004
"3 Three Dwelling",999,2820,2000,1930
"3 Three Dwelling",1250,1800,1500,1905
"3 Three Dwelling",608.7,3300,1860,1931
"3 Three Dwelling",375,2700,2000,1920
"3 Three Dwelling",1180,3000,2000,1910
"3 Three Dwelling",1155,2364,1750,1910
"3 Three Dwelling",1130,4500,2500,2008
"3 Three Dwelling",825,2700,2000,1910
"3 Three Dwelling",45,2565,1900,1905
"3 Three Dwelling",650,2700,2000,1910
"3 Three Dwelling",875,3250,2250,2005
"3 Three Dwelling",1200,3600,1900,1910
"3 Three Dwelling",292.245,3600,1900,1910
"3 Three Dwelling",975,3000,2000,1905
"3 Three Dwelling",650,3000,1600,1910
"3 Three Dwelling",1360,2565,1900,1905
"3 Three Dwelling",875,2565,1900,1905
"3 Three Dwelling",825,2565,1900,1905
"3 Three Dwelling",1280,2925,1875,2006
"3 Three Dwelling",665,2700,2000,1905
"3 Three Dwelling",1449,2565,1900,1905
"3 Three Dwelling",1250,2770,3000,1910
"3 Three Dwelling",880,3000,2000,1920
"3 Three Dwelling",875,2700,2000,1920
"3 Three Dwelling",100,3000,2000,1920
"3 Three Dwelling",285,3120,2500,1910
"3 Three Dwelling",300,2679,1900,1910
"3 Three Dwelling",940,2565,1900,1910
"3 Three Dwelling",1027,3000,2000,1901
"3 Three Dwelling",999,2700,2000,2013
"3 Three Dwelling",1050,3300,2000,2005
"3 Three Dwelling",526,3231,2000,2002
"3 Three Dwelling",890,3393,1950,1910
"3 Three Dwelling",1460,2500,2000,1899
"3 Three Dwelling",1250,3000,2000,1910
"3 Three Dwelling",1210,2700,2000,1910
"3 Three Dwelling",710,2650,2000,1899
"3 Three Dwelling",1375,3300,3050,1915
"3 Three Dwelling",725.503,3000,2000,1920
"3 Three Dwelling",719.25,3276,1950,1925
"3 Three Dwelling",866.923,3276,1950,1925
"3 Three Dwelling",757.656,3900,2000,1899
"3 Three Dwelling",1410,4200,2000,1910
"3 Three Dwelling",1290.5,2700,2000,1920
"3 Three Dwelling",1450,3510,2250,2005
"3 Three Dwelling",480,3600,2108,1925
"3 Three Dwelling",710,2565,1900,1915
"3 Three Dwelling",965,3000,1333,2005
"3 Three Dwelling",965,3000,1333,2005
"3 Three Dwelling",457,2430,1800,1925
"3 Three Dwelling",500,4800,2000,1920
"3 Three Dwelling",990,3300,1370,2004
"3 Three Dwelling",450,4292,1950,1920
"3 Three Dwelling",820,2841,1600,2005
"3 Three Dwelling",390,2775,1850,1899
"3 Three Dwelling",865,2775,2600,1899
"3 Three Dwelling",1050,2622,1942,1910
"3 Three Dwelling",818,2622,1942,1910
"3 Three Dwelling",511.6,2400,3000,1901
"3 Three Dwelling",720,2589,1917,1910
"3 Three Dwelling",400,2610,1933,1901
"3 Three Dwelling",750,2475,1833,1901
"3 Three Dwelling",499,2674,1140,2006
"3 Three Dwelling",890,4400,2000,1910
"1 One Dwelling",375,1974,2400,1930
"1 One Dwelling",298.7,1729,2200,1940
"1 One Dwelling",371.5,1974,2200,1940
"1 One Dwelling",256.5,1601,2192,1945
"1 One Dwelling",379,864,1440,1945
"1 One Dwelling",350,960,1440,1940
"1 One Dwelling",340,896,1600,1945
"1 One Dwelling",312,1120,2500,1925
"1 One Dwelling",375,1120,2500,1925
"1 One Dwelling",365,1248,2500,1925
"1 One Dwelling",385,1088,2500,1925
"1 One Dwelling",195,375,2500,1899
"1 One Dwelling",460,1260,1800,1960
"1 One Dwelling",415,1584,1420,1960
"1 One Dwelling",445,672,1517,1930
"1 One Dwelling",425,1831,2300,1965
"1 One Dwelling",160,1044,890,1935
"1 One Dwelling",522.241,860,4000,1940
"1 One Dwelling",330,1358,2926,1910
"1 One Dwelling",283.92,1358,2926,1910
"1 One Dwelling",429,832,2000,1930
"1 One Dwelling",400,988,2392,1925
"1 One Dwelling",365,1440,2500,1923
"1 One Dwelling",450,1980,2600,1965
"1 One Dwelling",200,1980,4850,1965
"1 One Dwelling",685,3412,3000,1931
"1 One Dwelling",440,1120,1600,1955
"1 One Dwelling",300,1120,1600,1960
"1 One Dwelling",455,1020,2667,1925
"1 One Dwelling",185,1020,2667,1925
"1 One Dwelling",578,1344,6000,1920
"1 One Dwelling",480,1440,1701,1960
"1 One Dwelling",410.5,1170,2000,1920
"1 One Dwelling",460,814,2509,1899
"1 One Dwelling",170,1060,2000,1920
"1 One Dwelling",320,975,1940,1920
"1 One Dwelling",390,1218,2500,1910
"1 One Dwelling",122,520,2000,1925
"1 One Dwelling",475,1248,3519,1925
"1 One Dwelling",280,1248,3519,1925
"1 One Dwelling",375,1280,3742,1940
"1 One Dwelling",350,1064,6000,1930
"1 One Dwelling",390,1298,2500,1915
"1 One Dwelling",314,1224,3144,1925
"1 One Dwelling",415,1160,1974,1925
"1 One Dwelling",410,1368,2436,1955
"1 One Dwelling",405,1572,1792,1960
"1 One Dwelling",430,1600,2000,1965
"1 One Dwelling",466,2530,2000,1965
"1 One Dwelling",440,1840,2000,1965
"1 One Dwelling",405,1712,1983,1955
"1 One Dwelling",380,770,2675,1920
"1 One Dwelling",410.97,1224,1512,1950
"1 One Dwelling",500,1850,2953,1931
"1 One Dwelling",346.5,950,3120,1925
"1 One Dwelling",320,744,2600,1925
"1 One Dwelling",505,2310,2700,1965
"1 One Dwelling",200,720,2750,1920
"1 One Dwelling",220,900,2750,1920
"1 One Dwelling",377,1323,3200,1960
"1 One Dwelling",48.194,1125,5000,1955
"1 One Dwelling",350,1432,4000,1955
"1 One Dwelling",480,1562,4167,1955
"1 One Dwelling",395,1562,4167,1955
"1 One Dwelling",240,936,2600,1960
"1 One Dwelling",175,1256,4000,1960
"1 One Dwelling",366.5,936,2600,1960
"1 One Dwelling",410,1080,2600,1955
"1 One Dwelling",385,1080,2600,1960
"1 One Dwelling",455,1657,2283,1960
"1 One Dwelling",442.5,1657,2283,1960
"1 One Dwelling",435,1870,2653,1965
"1 One Dwelling",400,924,3250,1910
"1 One Dwelling",360,1260,1691,1910
"1 One Dwelling",450,1432,2910,1905
"1 One Dwelling",445,1232,4000,1955
"1 One Dwelling",465,1416,4650,1960
"1 One Dwelling",500,1221,4167,1960
"1 One Dwelling",450,1221,4167,1960
"1 One Dwelling",460,1221,4167,1960
"1 One Dwelling",425,945,4000,1955
"1 One Dwelling",580,2890,4000,1960
"1 One Dwelling",453,1216,2000,1925
"1 One Dwelling",350,1344,2000,1925
"1 One Dwelling",457.5,1200,2000,1925
"1 One Dwelling",410,1216,1925,1960
"1 One Dwelling",158,1088,1650,1910
"1 One Dwelling",302.1,1088,1650,1910
"1 One Dwelling",340,655,2525,1920
"1 One Dwelling",365,1046,2000,1920
"1 One Dwelling",430,1584,2393,1960
"1 One Dwelling",412,1584,2133,1960
"1 One Dwelling",490,2210,4000,1950
"1 One Dwelling",370,1248,2085,1930
"1 One Dwelling",435,1368,2960,1965
"2 Two Dwelling",600,2497,1975,1930
"2 Two Dwelling",425,1950,2500,1910
"2 Two Dwelling",250,2154,2256,1945
"2 Two Dwelling",650,2625,2125,1940
"2 Two Dwelling",303,1771,2633,1940
"2 Two Dwelling",549,1806,1840,1945
"2 Two Dwelling",375,1776,3100,1945
"2 Two Dwelling",240,1809,2902,1945
"2 Two Dwelling",530,3430,2850,1960
"2 Two Dwelling",226.49,1800,2000,1960
"2 Two Dwelling",490,1720,2000,1960
"2 Two Dwelling",574.131,1720,2000,1960
"2 Two Dwelling",520,1800,2000,1965
"2 Two Dwelling",400,2090,1950,1960
"2 Two Dwelling",370,1120,2481,1910
"2 Two Dwelling",160,2760,2000,1960
"2 Two Dwelling",560,2760,2000,1960
"2 Two Dwelling",650,3450,2000,1960
"2 Two Dwelling",495,2250,2458,1960
"2 Two Dwelling",356.781,2760,2000,1960
"2 Two Dwelling",536,2108,2000,1960
"2 Two Dwelling",270,720,2500,1940
"2 Two Dwelling",635.4,1786,1992,1960
"2 Two Dwelling",510,2046,1427,2000
"2 Two Dwelling",344.76,1476,2581,1930
"2 Two Dwelling",695,2223,1975,1960
"2 Two Dwelling",225,2223,1975,1960
"2 Two Dwelling",636.406,2860,2000,2013
"2 Two Dwelling",585,2624,1992,1965
"2 Two Dwelling",195,2304,4258,1965
"2 Two Dwelling",590,2024,2200,1960
"2 Two Dwelling",642,2304,1800,1960
"2 Two Dwelling",600,2088,2933,1960
"2 Two Dwelling",369.184,2024,2200,1960
"2 Two Dwelling",524,2024,2200,1960
"2 Two Dwelling",345,880,3000,1940
"2 Two Dwelling",427,1152,1992,1920
"2 Two Dwelling",170,2496,3233,1940
"2 Two Dwelling",350,2460,2500,1960
"2 Two Dwelling",590,1656,2300,1940
"2 Two Dwelling",215,1656,2300,1940
"2 Two Dwelling",75,2240,2083,1965
"2 Two Dwelling",670,2393,1975,1965
"2 Two Dwelling",182,2450,2000,1965
"2 Two Dwelling",640,2840,2833,1970
"2 Two Dwelling",585,1485,3915,1960
"2 Two Dwelling",250,1844,2142,1955
"2 Two Dwelling",475,1880,2200,1960
"2 Two Dwelling",265,1880,2000,1960
"2 Two Dwelling",590,1884,2117,1960
"2 Two Dwelling",265,1884,2117,1960
"2 Two Dwelling",65,1884,2117,1960
"2 Two Dwelling",575,2340,2000,1950
"2 Two Dwelling",520,2622,1917,1960
"2 Two Dwelling",530,1304,2800,1930
"2 Two Dwelling",583.212,2650,1900,1960
"2 Two Dwelling",660,1800,2000,1965
"2 Two Dwelling",662,2375,1983,1965
"2 Two Dwelling",635,2058,2183,1955
"2 Two Dwelling",620,2058,2183,1955
"2 Two Dwelling",580,1920,2200,1940
"2 Two Dwelling",240,1920,2200,1940
"2 Two Dwelling",614.5,2820,2000,1960
"2 Two Dwelling",625,2160,2000,1960
"2 Two Dwelling",310.369,1956,2150,1955
"2 Two Dwelling",315,1956,2150,1955
"2 Two Dwelling",450,1740,2000,1955
"2 Two Dwelling",418,1160,3000,1930
"2 Two Dwelling",540,3000,2000,1965
"2 Two Dwelling",440,1540,2000,1955
"2 Two Dwelling",413.4,1760,2000,1955
"2 Two Dwelling",435,1540,2000,1960
"2 Two Dwelling",355,1540,2000,1955
"2 Two Dwelling",337.102,1832,2000,1955
"2 Two Dwelling",839.128,1540,2000,1955
"2 Two Dwelling",555,1600,2000,1955
"2 Two Dwelling",499,2168,2817,1960
"2 Two Dwelling",50,2580,2442,1960
"2 Two Dwelling",50,2580,2442,1960
"2 Two Dwelling",50,2580,2442,1960
"2 Two Dwelling",250,2580,2442,1960
"2 Two Dwelling",515,2580,2442,1960
"2 Two Dwelling",669,2760,2000,1960
"2 Two Dwelling",370,2760,2000,1960
"2 Two Dwelling",611,2760,2550,1960
"2 Two Dwelling",520,2400,2000,1960
"2 Two Dwelling",610,2160,1800,1960
"2 Two Dwelling",580,2268,1764,1960
"2 Two Dwelling",542,2579,1933,1960
"2 Two Dwelling",575,2579,1933,1960
"2 Two Dwelling",475,2125,2000,1955
"2 Two Dwelling",491,2052,1900,1950
"2 Two Dwelling",600,2500,2000,1960
"2 Two Dwelling",325,2400,2002,1920
"2 Two Dwelling",300,1560,2500,2004
"2 Two Dwelling",261,1840,3000,1925
"2 Two Dwelling",675,960,3063,1920
"2 Two Dwelling",240,960,3063,1920
"2 Two Dwelling",620,1884,2013,1950
"2 Two Dwelling",400,1632,1856,1920
"2 Two Dwelling",374.4,1880,1628,1930
"2 Two Dwelling",610,2350,1628,1930
"2 Two Dwelling",200,1086,2500,1925
"2 Two Dwelling",375,1760,2525,1930
"2 Two Dwelling",380,1510,2500,1925
"2 Two Dwelling",325,3240,2500,1930
"2 Two Dwelling",365.2,1760,1600,2005
"2 Two Dwelling",1,984,2088,1920
"2 Two Dwelling",625,3450,2813,1955
"2 Two Dwelling",460,2152,2628,2001
"2 Two Dwelling",450,2025,1872,2006
"2 Two Dwelling",436,1357,1726,1950
"2 Two Dwelling",725,2695,10020,1940
"2 Two Dwelling",470,2180,3844,1930
"2 Two Dwelling",455,1102,3700,1940
"2 Two Dwelling",625,2108,2500,1920
"2 Two Dwelling",8150,4412,42500,1996
"2 Two Dwelling",505,1944,1965,1920
"2 Two Dwelling",455,1620,2295,1920
"2 Two Dwelling",627,3227,2244,1955
"2 Two Dwelling",350,1782,1586,1955
"2 Two Dwelling",245,1620,2200,1915
"2 Two Dwelling",365,1747,1006,2003
"2 Two Dwelling",30,1764,2200,1915
"2 Two Dwelling",60,1764,2200,1915
"2 Two Dwelling",440,1760,2016,1935
"2 Two Dwelling",464,1560,2930,1960
"2 Two Dwelling",602.5,2244,2000,1955
"2 Two Dwelling",366,2244,2000,1960
"2 Two Dwelling",595,1600,2500,1930
"2 Two Dwelling",615,1600,2500,1930
"2 Two Dwelling",300,1600,2500,1930
"2 Two Dwelling",582.4,2480,1800,1930
"2 Two Dwelling",515,1560,2250,1960
"2 Two Dwelling",565,2717,1992,1960
"2 Two Dwelling",442.03,1760,2000,1955
"2 Two Dwelling",660,2990,2000,1960
"2 Two Dwelling",480,1872,2250,1920
"2 Two Dwelling",625,1728,2200,1930
"2 Two Dwelling",500,2324,6000,1925
"2 Two Dwelling",655,1872,2175,1925
"2 Two Dwelling",515,1872,2175,1925
"2 Two Dwelling",525,1872,2600,1925
"2 Two Dwelling",350,1440,5000,1899
"2 Two Dwelling",520,1296,3150,1925
"2 Two Dwelling",594,1600,2200,1925
"2 Two Dwelling",635,1600,2200,1925
"2 Two Dwelling",1,1125,2300,1955
"2 Two Dwelling",550,1796,1584,1960
"2 Two Dwelling",463.157,1540,1900,1955
"2 Two Dwelling",448,1540,2400,1955
"2 Two Dwelling",275,1540,1900,1950
"2 Two Dwelling",560,1560,2000,1960
"2 Two Dwelling",570,2235,2120,1960
"2 Two Dwelling",600,2235,2120,1960
"2 Two Dwelling",455,1835,2000,1955
"2 Two Dwelling",517.5,2512,2000,1955
"2 Two Dwelling",300,2512,2000,1955
"2 Two Dwelling",390,2272,2000,1955
"2 Two Dwelling",597.4,1760,2000,1955
"2 Two Dwelling",340,2519,2000,1960
"2 Two Dwelling",497,1712,1983,1955
"2 Two Dwelling",300,1750,1433,1931
"2 Two Dwelling",310,1296,2325,1920
"2 Two Dwelling",180,1529,1609,1920
"2 Two Dwelling",413.4,1548,1588,1920
"2 Two Dwelling",330,1548,1967,1920
"2 Two Dwelling",468,1440,2375,1925
"2 Two Dwelling",550,1320,2300,1955
"2 Two Dwelling",240,1320,2300,1955
"2 Two Dwelling",355,1760,1800,1955
"2 Two Dwelling",105,1760,1800,1955
"2 Two Dwelling",570,1395,2000,1955
"2 Two Dwelling",499.999,1760,1940,1955
"2 Two Dwelling",300,1760,1940,1955
"2 Two Dwelling",640,1184,2500,1920
"2 Two Dwelling",160,1184,2500,1920
"2 Two Dwelling",300,1642,2008,1955
"2 Two Dwelling",459,1540,2000,1955
"2 Two Dwelling",266.839,1540,1920,1955
"2 Two Dwelling",465,1540,2817,1955
"2 Two Dwelling",469,1612,2833,1955
"2 Two Dwelling",450,1540,2000,1955
"2 Two Dwelling",459.8,1612,2890,1955
"2 Two Dwelling",338.879,1577,1927,1960
"2 Two Dwelling",421,1585,2000,1960
"2 Two Dwelling",385,1585,2833,1960
"2 Two Dwelling",672,3000,2000,1960
"2 Two Dwelling",505,2200,2200,1960
"2 Two Dwelling",571,1800,2300,1920
"2 Two Dwelling",185,1472,1950,1920
"2 Two Dwelling",535,1750,3320,1925
"2 Two Dwelling",650,2222,2533,2005
"2 Two Dwelling",615,2400,2000,1931
"2 Two Dwelling",415,2316,2750,1950
"2 Two Dwelling",447,1658,3080,1920
"2 Two Dwelling",425,1540,2000,1950
"2 Two Dwelling",495,1760,2000,1955
"2 Two Dwelling",494,1540,2000,1955
"2 Two Dwelling",459.5,1540,2000,1955
"2 Two Dwelling",550,1506,2150,1955
"2 Two Dwelling",540,2904,2486,1960
"2 Two Dwelling",565,2436,2000,1960
"2 Two Dwelling",520,2072,3050,1960
"2 Two Dwelling",590,2208,2035,1930
"2 Two Dwelling",371,1312,1280,1915
"2 Two Dwelling",475,1710,1983,1960
"2 Two Dwelling",365.04,1760,2000,1955
"2 Two Dwelling",395,1475,2000,1960
"2 Two Dwelling",483,1475,2000,1960
"2 Two Dwelling",475,1540,2000,1955
"2 Two Dwelling",240,1968,1488,2007
"2 Two Dwelling",633,2392,5000,1960
"2 Two Dwelling",629,2392,4167,1960
"2 Two Dwelling",560,1280,2000,1930
"2 Two Dwelling",215,1280,2000,1930
"2 Two Dwelling",945,4830,4800,1972
"2 Two Dwelling",510,1560,2000,1960
"2 Two Dwelling",540,1760,3000,1960
"2 Two Dwelling",486.69,1560,2000,1960
"2 Two Dwelling",540.75,1760,2000,1960
"2 Two Dwelling",425,1560,2000,1960
"2 Two Dwelling",515,1560,2000,1960
"2 Two Dwelling",462,1560,3000,1960
"2 Two Dwelling",675,2300,4200,1965
"3 Three Dwelling",272.646,3900,2750,1920
"3 Three Dwelling",465,3196,2570,2009
"3 Three Dwelling",300,3360,2367,1925
"3 Three Dwelling",695,3328,2900,1960
"3 Three Dwelling",660,2620,2050,1960
"3 Three Dwelling",587,2410,2000,1965
"3 Three Dwelling",675,2760,2000,1965
"3 Three Dwelling",535,3450,2000,1955
"3 Three Dwelling",350,2394,1800,1965
"3 Three Dwelling",670,3003,2983,1965
"3 Three Dwelling",492.5,2447,2175,1960
"3 Three Dwelling",683,1782,2500,1930
"3 Three Dwelling",560,2773,2392,1960
"3 Three Dwelling",640,2945,2133,1960
"3 Three Dwelling",156.287,2945,3183,1960
"3 Three Dwelling",45,2785,2175,1960
"3 Three Dwelling",640,2160,2558,1915
"3 Three Dwelling",372.319,2604,1808,1935
"3 Three Dwelling",670,2348,2415,1925
"3 Three Dwelling",325,2348,2415,1925
"3 Three Dwelling",565,2640,3049,1955
"3 Three Dwelling",740,2232,4590,1930
"3 Three Dwelling",345,2128,2300,1920
"3 Three Dwelling",675,2856,2092,1965
"3 Three Dwelling",655,3600,3042,1960
"3 Three Dwelling",480,2497,1710,1975
"3 Three Dwelling",598,2664,3135,1980
"1 One Dwelling",4200,3868,1667,2012
"1 One Dwelling",9000,1785,687,1899
"1 One Dwelling",2950,3632,1361,1899
"1 One Dwelling",2099,1680,1408,1901
"1 One Dwelling",2950,2718,1007,2006
"2 Two Dwelling",4000,3504,1800,1899
"2 Two Dwelling",2497.5,3072,1333,1899
"2 Two Dwelling",850,2392,1317,1899
"2 Two Dwelling",2000,2160,1875,1899
"2 Two Dwelling",2125,2016,1650,1901
"2 Two Dwelling",1500,1776,1667,1901
"2 Two Dwelling",3325,3400,910,1931
"2 Two Dwelling",3750,2810,2500,1901
"2 Two Dwelling",3650,2100,1552,1931
"2 Two Dwelling",4775,2520,2000,1901
"2 Two Dwelling",2700,2643,1567,1931
"2 Two Dwelling",3200,3224,1479,1931
"2 Two Dwelling",1900,2025,1496,1899
"2 Two Dwelling",2325,2400,1800,1901
"2 Two Dwelling",2600,2340,1600,1901
"2 Two Dwelling",2999,2220,2008,1899
"2 Two Dwelling",2800,1440,5500,1901
"3 Three Dwelling",3150,1785,687,1899
"3 Three Dwelling",2100,3006,1176,1899
"3 Three Dwelling",50,2856,1600,1899
"3 Three Dwelling",3300,4200,2142,1901
"3 Three Dwelling",2200,2720,1725,1901
"3 Three Dwelling",3327,2700,1400,1899
"3 Three Dwelling",894.084,3600,2000,1899
"3 Three Dwelling",1460,2079,1683,1901
"3 Three Dwelling",3930,5100,2500,1925
"3 Three Dwelling",550,2700,2000,1901
"3 Three Dwelling",2709,3360,2000,1899
"3 Three Dwelling",3500,2142,1667,1899
"3 Three Dwelling",2710,3100,2000,1899
"3 Three Dwelling",2600,3100,2000,1899
"3 Three Dwelling",2600,2560,1667,1899
"3 Three Dwelling",2800,3108,1667,1916
"1 One Dwelling",7200,5500,3383,1920
"1 One Dwelling",2699.888,2250,2000,1900
"1 One Dwelling",3487.506,3309,1224,2014
"1 One Dwelling",1100,2220,1250,1901
"1 One Dwelling",3800,2174,3000,1901
"2 Two Dwelling",1005,1440,1667,1901
"2 Two Dwelling",1500,1632,1600,1901
"2 Two Dwelling",1580,2800,1600,1901
"2 Two Dwelling",1760,3200,2000,1905
"2 Two Dwelling",2526,2400,1490,1930
"2 Two Dwelling",2300,3240,1350,1901
"2 Two Dwelling",3700,2700,2000,1905
"2 Two Dwelling",1600,3444,2000,1899
"2 Two Dwelling",1100,2720,2000,1899
"2 Two Dwelling",2100,2720,2000,1899
"2 Two Dwelling",2699,2700,1800,1899
"2 Two Dwelling",2700,2784,1500,1899
"2 Two Dwelling",255,3464,2200,1899
"2 Two Dwelling",2950,3044,1567,1930
"2 Two Dwelling",1650,2144,1717,1901
"2 Two Dwelling",2200,2451,1291,2014
"2 Two Dwelling",800,3200,1667,1899
"2 Two Dwelling",2710,2820,1500,1899
"2 Two Dwelling",1920,3200,2000,1899
"2 Two Dwelling",1655,2400,1600,1901
"2 Two Dwelling",572,2502,1239,1930
"2 Two Dwelling",1850,3376,2211,1899
"3 Three Dwelling",1320,2100,2000,1901
"3 Three Dwelling",1700,2970,1608,1901
"3 Three Dwelling",2150,3240,1350,1901
"3 Three Dwelling",2900,5480,1314,1901
"3 Three Dwelling",2300,3400,3062,1899
"3 Three Dwelling",2995,4500,2348,1905
"3 Three Dwelling",650,1872,990,1901
"3 Three Dwelling",3650,4040,2000,1895
"3 Three Dwelling",245,4032,2132,1901
"3 Three Dwelling",1575,3040,1600,1901
"3 Three Dwelling",3000,2430,2169,1930
"3 Three Dwelling",1725,3780,2037,1899
"1 One Dwelling",4067.909,3467,725,2015
"1 One Dwelling",3411.138,3467,752,2015
"1 One Dwelling",3813.346,3467,779,2015
"1 One Dwelling",2668.833,3467,833,2015
"1 One Dwelling",2150,1272,702,1899
"1 One Dwelling",1525,1056,644,1899
"1 One Dwelling",1455,1056,644,1899
"1 One Dwelling",5800,1951,3470,1901
"2 Two Dwelling",2945,1400,1420,1930
"2 Two Dwelling",5548,3200,1800,1899
"2 Two Dwelling",4000,4900,2500,1901
"2 Two Dwelling",4250,3400,1485,1899
"3 Three Dwelling",4200,3704,1667,1899
"3 Three Dwelling",2250,3192,1667,1899
"3 Three Dwelling",3500,3400,2000,1900
"3 Three Dwelling",3475,3600,2000,1899
"2 Two Dwelling",1350,2160,2000,1899
"3 Three Dwelling",4100,3400,1679,2007
"3 Three Dwelling",1050,2397,1750,1899
"3 Three Dwelling",2270,2160,2000,1899
"3 Three Dwelling",1550,2516,2000,1910
"1 One Dwelling",175.01,1960,1800,1970
"1 One Dwelling",430,1280,1693,1970
"1 One Dwelling",430,1280,2875,1984
"1 One Dwelling",355,1690,2350,1920
"1 One Dwelling",510,1430,3408,1988
"1 One Dwelling",530,1430,2572,1988
"1 One Dwelling",425,1444,2573,1988
"1 One Dwelling",445,1444,2572,1988
"1 One Dwelling",450,1680,990,1999
"1 One Dwelling",370,1200,3365,1985
"1 One Dwelling",430,1200,2375,1985
"1 One Dwelling",520,1280,3332,1985
"1 One Dwelling",450,1280,2380,1985
"1 One Dwelling",500,1344,2832,1989
"1 One Dwelling",480,1344,1663,1985
"1 One Dwelling",432.5,1120,1652,1989
"1 One Dwelling",166.75,1358,1342,1991
"1 One Dwelling",515,1248,1780,1960
"1 One Dwelling",533,1248,1780,1960
"1 One Dwelling",488,1680,1347,1999
"1 One Dwelling",480,1344,1664,1993
"1 One Dwelling",460,1280,2372,1980
"1 One Dwelling",500,1344,2969,1993
"1 One Dwelling",500,1440,800,1935
"1 One Dwelling",450,1680,1268,1999
"1 One Dwelling",428,1680,990,1999
"2 Two Dwelling",400,2080,3000,1920
"2 Two Dwelling",590,2262,1257,1920
"2 Two Dwelling",350,1690,2350,1920
"2 Two Dwelling",450,1760,2000,1960
"2 Two Dwelling",600,3541,1967,1931
"2 Two Dwelling",750,3259,1975,1932
"2 Two Dwelling",425,3000,2375,1920
"2 Two Dwelling",1650,3098,7020,1910
"3 Three Dwelling",421,2904,2375,1920
"3 Three Dwelling",255,3396,2452,1920
"1 One Dwelling",1320,1620,2469,1930
"1 One Dwelling",496,3420,1908,1899
"1 One Dwelling",2160,4000,2000,1899
"1 One Dwelling",950,3440,2200,1915
"1 One Dwelling",1999,3688,1667,1910
"1 One Dwelling",1675,3760,2505,1910
"1 One Dwelling",990,3760,2505,1910
"1 One Dwelling",999,1768,1331,1920
"1 One Dwelling",868.269,2976,1287,1915
"1 One Dwelling",902,5024,9000,1915
