"building.class.category","sale.price.n","gross.sqft","land.sqft","year.built"
"2 Two Dwelling",515,2100,2000,1930
"2 Two Dwelling",425,1798,2379,1950
"2 Two Dwelling",663,2376,4000,1965
"2 Two Dwelling",375,1800,2000,1960
"2 Two Dwelling",265,1720,2000,1920
"2 Two Dwelling",640,2260,3123,2005
"2 Two Dwelling",645,1712,2000,1899
"2 Two Dwelling",250,1712,2000,1899
"2 Two Dwelling",10,2505,1700,1899
"2 Two Dwelling",180,2000,2000,1899
"2 Two Dwelling",650,1936,1900,1920
"2 Two Dwelling",380,1444,1853,1925
"2 Two Dwelling",360,1056,1583,1920
"2 Two Dwelling",310,1482,1967,1920
"2 Two Dwelling",651,1992,2000,1910
"2 Two Dwelling",495,1332,1600,1899
"2 Two Dwelling",210,1332,1600,1899
"2 Two Dwelling",480,1176,1600,1920
"2 Two Dwelling",285,1371,1600,1920
"2 Two Dwelling",402.755,1428,1600,1920
"2 Two Dwelling",425,1628,1800,2007
"2 Two Dwelling",570,2292,1600,2009
"2 Two Dwelling",439,1541,2000,1955
"2 Two Dwelling",669,2080,2000,2005
"2 Two Dwelling",635,1620,2600,1960
"2 Two Dwelling",285,1960,2383,1930
"2 Two Dwelling",646,1920,2500,1930
"2 Two Dwelling",566.5,2160,2500,1930
"2 Two Dwelling",570,2192,2500,1930
"2 Two Dwelling",415,2192,2500,1930
"2 Two Dwelling",595,1560,2000,1910
"2 Two Dwelling",580,2769,1800,2003
"2 Two Dwelling",175,2300,2025,2004
"2 Two Dwelling",247,2300,2070,2004
"2 Two Dwelling",445,2320,2400,1925
"2 Two Dwelling",200,1560,2000,1920
"2 Two Dwelling",135,1560,2000,1920
"2 Two Dwelling",1,1444,1876,1920
"2 Two Dwelling",434,1740,2000,1960
"2 Two Dwelling",490,1814,2000,1960
"2 Two Dwelling",300,1920,4000,1920
"2 Two Dwelling",682.227,2808,1800,2014
"2 Two Dwelling",640,2920,2000,2006
"2 Two Dwelling",423.675,2920,2000,2006
"2 Two Dwelling",585,1760,2333,1905
"2 Two Dwelling",245,1760,2333,1905
"2 Two Dwelling",4,1760,2333,1905
"2 Two Dwelling",360,2640,2417,1905
"2 Two Dwelling",585,1980,3000,1920
"2 Two Dwelling",535,2444,1900,1996
"2 Two Dwelling",599,2640,2000,1970
"2 Two Dwelling",558,3000,3000,1998
"2 Two Dwelling",370.183,1472,2000,1920
"2 Two Dwelling",250,1472,2000,1920
"2 Two Dwelling",180.5,1472,2000,1920
"2 Two Dwelling",380,1944,2755,1960
"2 Two Dwelling",520,1944,2675,1960
"2 Two Dwelling",280,1836,1703,1960
"2 Two Dwelling",501.322,1944,1800,1960
"2 Two Dwelling",408.642,1836,1783,1960
"2 Two Dwelling",419.089,1836,1783,1960
"2 Two Dwelling",112.5,1432,1800,1925
"2 Two Dwelling",630,2080,2317,1910
"2 Two Dwelling",225,2080,2317,1910
"2 Two Dwelling",380,2080,2317,1910
"2 Two Dwelling",542,1550,2000,1920
"2 Two Dwelling",866.71,1692,2200,1920
"2 Two Dwelling",552.95,1692,2200,1920
"2 Two Dwelling",415,2310,2401,1960
"2 Two Dwelling",255,1988,1380,2005
"2 Two Dwelling",375,2532,2744,2005
"2 Two Dwelling",532.8,1980,2500,1920
"2 Two Dwelling",330,1152,3144,1925
"2 Two Dwelling",330,2000,2983,1965
"2 Two Dwelling",625,2422,3125,2014
"2 Two Dwelling",690,2210,2125,2014
"2 Two Dwelling",659,2210,2125,2014
"2 Two Dwelling",659,2422,2925,2014
"2 Two Dwelling",660,2492,3007,2014
"2 Two Dwelling",659,2394,2813,2014
"2 Two Dwelling",635,2500,2910,2014
"2 Two Dwelling",689,2500,2970,2014
"2 Two Dwelling",659,2500,3000,2014
"2 Two Dwelling",659,2500,3000,2014
"2 Two Dwelling",659,2500,3000,2014
"2 Two Dwelling",659,2500,3000,2014
"2 Two Dwelling",659,2500,3000,2014
"2 Two Dwelling",636.406,2452,3000,2014
"2 Two Dwelling",631.315,2452,3000,2014
"2 Two Dwelling",571,2302,2167,2007
"2 Two Dwelling",571.65,2302,2167,2007
"2 Two Dwelling",305,1760,2000,1920
"2 Two Dwelling",590,1962,2934,2000
"2 Two Dwelling",535,2550,2075,2000
"2 Two Dwelling",135,1440,4000,1925
"2 Two Dwelling",1,2024,1462,2006
"2 Two Dwelling",365,1760,3000,1920
"2 Two Dwelling",106.5,1870,1560,1920
"2 Two Dwelling",640,2276,2696,2015
"2 Two Dwelling",620,2276,2696,2015
"2 Two Dwelling",485,3465,2902,1988
"3 Three Dwelling",315,1962,1558,1901
"3 Three Dwelling",570,2532,1000,1901
"3 Three Dwelling",647.7,1920,1667,1901
"3 Three Dwelling",345.774,3300,2000,1930
"3 Three Dwelling",476,3432,4017,2006
"3 Three Dwelling",500,2700,2000,1930
"3 Three Dwelling",716.625,2700,2000,1930
"3 Three Dwelling",670,3120,1940,2007
"3 Three Dwelling",460,2080,2000,1899
"3 Three Dwelling",150,3000,2000,1901
"3 Three Dwelling",545,3000,2000,1901
"3 Three Dwelling",510,3000,2000,1901
"3 Three Dwelling",425,3000,2000,1901
"3 Three Dwelling",699.999,3000,2000,1901
"3 Three Dwelling",230,3000,2000,1899
"3 Three Dwelling",144.178,4125,2500,1930
"3 Three Dwelling",411,2000,2000,1901
"3 Three Dwelling",330,2640,1200,2004
"3 Three Dwelling",495,2850,2500,1930
"3 Three Dwelling",207.7,3225,1438,1930
"3 Three Dwelling",297,3750,2500,1935
"3 Three Dwelling",589,2160,2400,1910
"3 Three Dwelling",25,3510,2250,2005
"3 Three Dwelling",500,2200,2375,1910
"3 Three Dwelling",370,1760,2292,1910
"3 Three Dwelling",635,2895,1990,2007
"3 Three Dwelling",430,2880,1213,2005
"3 Three Dwelling",610,3000,2000,1900
"3 Three Dwelling",528.627,2440,2500,1901
"3 Three Dwelling",500,2140,1545,1899
"3 Three Dwelling",310,1600,1565,1901
"3 Three Dwelling",505,3200,2500,1925
"3 Three Dwelling",472,3339,1820,2004
"3 Three Dwelling",240,3120,2475,1899
"3 Three Dwelling",499.5,3000,2475,1920
"3 Three Dwelling",639,3045,1560,1901
"3 Three Dwelling",625,1882,1875,2004
"3 Three Dwelling",649,1672,1026,1910
"3 Three Dwelling",600,1672,1026,1910
"3 Three Dwelling",583,2880,2000,1901
"3 Three Dwelling",675,2829,1725,2006
"3 Three Dwelling",421.688,1750,1104,1930
"3 Three Dwelling",670,1928,2000,1901
"3 Three Dwelling",265,1928,2000,1901
"3 Three Dwelling",599,1920,1238,1901
"3 Three Dwelling",620,2376,1688,1901
"3 Three Dwelling",639,2796,1800,2005
"3 Three Dwelling",520,3600,2500,1901
"3 Three Dwelling",685,2394,988,1930
"3 Three Dwelling",435,2080,1800,1930
"3 Three Dwelling",325,2080,2000,1901
"3 Three Dwelling",320,2000,2000,1899
"3 Three Dwelling",464,2376,2000,2005
"3 Three Dwelling",479,2376,2000,2005
"3 Three Dwelling",165,1840,1800,1930
"3 Three Dwelling",593,2700,1800,1920
"3 Three Dwelling",225,1944,1116,1910
"3 Three Dwelling",769,3050,2575,2008
"3 Three Dwelling",769,3060,2575,2008
"3 Three Dwelling",480,2976,2000,1910
"3 Three Dwelling",780,3120,2000,1910
"3 Three Dwelling",620,2400,1800,1935
"3 Three Dwelling",450,2868,2000,1901
"3 Three Dwelling",440,3120,2100,2009
"3 Three Dwelling",310,3144,1800,1920
"3 Three Dwelling",680,3776,1800,1910
"3 Three Dwelling",640,2120,4000,1910
"3 Three Dwelling",524.15,1880,2000,1910
"3 Three Dwelling",400,3135,2250,1910
"3 Three Dwelling",670,2400,2000,2005
"3 Three Dwelling",625,2120,2000,1910
"3 Three Dwelling",530,2024,2000,1910
"3 Three Dwelling",700,2520,3000,1910
"3 Three Dwelling",682,2900,2500,1910
"3 Three Dwelling",200,2900,2500,1910
"3 Three Dwelling",697.616,2640,3000,2013
"3 Three Dwelling",640,3280,2550,1920
"3 Three Dwelling",300,2400,1845,1930
"3 Three Dwelling",465.5,2480,2625,1930
"3 Three Dwelling",250,2560,2900,1925
"3 Three Dwelling",765,2318,2450,1899
"3 Three Dwelling",650,2562,4000,1899
"3 Three Dwelling",570,2880,2400,2006
"3 Three Dwelling",520.77,3066,2000,2004
"3 Three Dwelling",520,3229,3000,1899
"3 Three Dwelling",610,2600,2500,1930
"3 Three Dwelling",418,2560,2550,1930
"3 Three Dwelling",50,3540,2500,1930
"3 Three Dwelling",711.756,3510,3100,2014
"3 Three Dwelling",701.796,3510,3100,2014
"3 Three Dwelling",30,2799,6000,2000
"3 Three Dwelling",550,1944,2633,1960
"3 Three Dwelling",520,2400,2500,1920
"3 Three Dwelling",366,2600,3000,1920
"3 Three Dwelling",470,2480,2750,1920
"3 Three Dwelling",620,3087,2000,2008
"3 Three Dwelling",105,2970,2600,2006
"3 Three Dwelling",105,2970,2600,2006
"3 Three Dwelling",789,2058,2100,2006
"3 Three Dwelling",515.4,2400,2000,1920
"3 Three Dwelling",550,2940,2000,2005
"3 Three Dwelling",585,2940,2000,2005
"3 Three Dwelling",590,2940,2000,2005
"3 Three Dwelling",580,2964,1880,2004
"3 Three Dwelling",580,2964,1880,2004
"3 Three Dwelling",350,2964,2100,2004
"3 Three Dwelling",650,2520,2551,2007
"1 One Dwelling",1600,1920,2420,1910
"1 One Dwelling",1800,1532,1853,1930
"1 One Dwelling",600,2140,1888,1930
"1 One Dwelling",1400,2573,5000,1899
"1 One Dwelling",695,3270,5808,1920
"1 One Dwelling",600,1768,1638,1930
"1 One Dwelling",750,1760,1957,1930
"1 One Dwelling",480,1332,1547,1930
"1 One Dwelling",230,1488,2196,1910
"1 One Dwelling",772.687,2684,2538,1931
"1 One Dwelling",2820,4145,5500,1905
"1 One Dwelling",900,7202,13000,1905
"1 One Dwelling",2662.5,3045,5500,1901
"1 One Dwelling",975,1684,2492,1930
"1 One Dwelling",999,1668,2548,1930
"1 One Dwelling",4000,1684,4128,1930
"1 One Dwelling",1275,2132,1593,1920
"1 One Dwelling",710,2132,1575,1920
"1 One Dwelling",1262.5,2132,1575,1920
"1 One Dwelling",1150,1932,2970,1920
"1 One Dwelling",1825,1340,7104,1925
"1 One Dwelling",775,896,3339,1901
"1 One Dwelling",560,1544,3337,1901
"1 One Dwelling",1,1020,1328,1910
"1 One Dwelling",500,908,2823,1920
"1 One Dwelling",1525,3001,4675,1899
"1 One Dwelling",2000,2865,5000,1899
"1 One Dwelling",2625,2263,4000,1960
"1 One Dwelling",435,942,1737,1910
"1 One Dwelling",250,942,1737,1910
"1 One Dwelling",442,1728,1200,1901
"1 One Dwelling",400,750,2502,1930
"1 One Dwelling",560,1230,1171,1920
"1 One Dwelling",525,1916,1500,1925
"1 One Dwelling",2500,2368,5000,1930
"1 One Dwelling",2050,2700,5000,1920
"1 One Dwelling",940,1875,3200,1899
"1 One Dwelling",545,1305,2000,1930
"1 One Dwelling",1689,2509,4000,1905
"1 One Dwelling",2010,2510,5100,1905
"1 One Dwelling",2075,2104,4000,1905
"1 One Dwelling",1270,1926,4500,1905
"1 One Dwelling",1200,3471,5100,1910
"1 One Dwelling",1815,2968,7110,1899
"1 One Dwelling",750,1936,2000,1905
"1 One Dwelling",420,1440,2000,1925
"1 One Dwelling",469,1488,2000,1905
"1 One Dwelling",155,1391,2050,1925
"1 One Dwelling",450,1520,2050,1910
"1 One Dwelling",1800,2715,5200,1910
"1 One Dwelling",1150,1840,3000,1899
"1 One Dwelling",2725,2308,5000,1905
"1 One Dwelling",3000,3945,5200,1910
"1 One Dwelling",1450,2297,4000,1899
"1 One Dwelling",1349,3008,5000,1910
"1 One Dwelling",700,1616,1500,1910
"1 One Dwelling",995,2631,5000,1901
"1 One Dwelling",6550,1920,1360,1933
"1 One Dwelling",575,1890,2500,1910
"1 One Dwelling",430,1952,4095,1915
"1 One Dwelling",2000,2757,4800,1915
"1 One Dwelling",1925,3208,5000,1915
"1 One Dwelling",1750,2934,5000,1915
"1 One Dwelling",1550,1860,7780,1910
"1 One Dwelling",800,2394,4000,1930
"1 One Dwelling",1465,2442,4500,1920
"1 One Dwelling",800,2742,4000,1915
"1 One Dwelling",1300,2650,4000,1925
"1 One Dwelling",990,2304,4000,1925
"1 One Dwelling",550,1920,1800,1930
"1 One Dwelling",935,2544,4000,1920
"1 One Dwelling",685,2544,4000,1920
"1 One Dwelling",803,2440,4000,1925
"1 One Dwelling",999,2116,1581,1910
"1 One Dwelling",1075,2556,3938,1910
"1 One Dwelling",900,1630,4500,1899
"1 One Dwelling",510,2098,4500,1899
"2 Two Dwelling",1884.984,2269,3617,1901
"2 Two Dwelling",999.5,2488,2200,1899
"2 Two Dwelling",490,2640,1394,1905
"2 Two Dwelling",544.302,3300,1280,1910
"2 Two Dwelling",1345,2700,4000,1905
"2 Two Dwelling",1225,2828,4000,1905
"2 Two Dwelling",2600,3536,5500,1899
"2 Two Dwelling",1240,3120,3174,1930
"2 Two Dwelling",759,3030,1553,1920
"2 Two Dwelling",780,2144,2600,1901
"2 Two Dwelling",825,2096,2600,1901
"2 Two Dwelling",535,3300,2400,1931
"2 Two Dwelling",550,1500,3552,1925
"2 Two Dwelling",800,1120,3350,1901
"2 Two Dwelling",1546.5,960,6246,1901
"2 Two Dwelling",1400,960,6246,1901
"2 Two Dwelling",325,1232,3763,1901
"2 Two Dwelling",740,2880,1739,2006
"2 Two Dwelling",525,1704,1440,1920
"2 Two Dwelling",590,3195,2080,1989
"2 Two Dwelling",340,3195,2080,1989
"2 Two Dwelling",400.53,1560,2504,1920
"2 Two Dwelling",414.75,2120,3000,1901
"2 Two Dwelling",480,1200,2502,1930
"2 Two Dwelling",850,4131,1928,2014
"2 Two Dwelling",750,4272,2013,2014
"2 Two Dwelling",2350.21,2520,5000,1915
"2 Two Dwelling",2350,2250,5000,1920
"2 Two Dwelling",1410,3448,3700,1920
"2 Two Dwelling",1380,1854,3750,1920
"2 Two Dwelling",155,3926,6000,1899
"2 Two Dwelling",1700,3387,4000,1920
"2 Two Dwelling",985,3300,1890,1930
"2 Two Dwelling",625,1920,2000,1910
"2 Two Dwelling",692.5,2480,2700,1930
"2 Two Dwelling",780,2584,2442,1901
"2 Two Dwelling",850,1880,3760,1899
"2 Two Dwelling",775,3540,2007,1930
"2 Two Dwelling",530,2160,1920,1925
"2 Two Dwelling",1700,2443,4000,1899
"2 Two Dwelling",415.74,3733,4040,1905
"2 Two Dwelling",799,2124,2050,1899
"2 Two Dwelling",530,1800,1020,1910
"2 Two Dwelling",800,2080,2000,1901
"2 Two Dwelling",999.999,3269,4100,1910
"2 Two Dwelling",2637.5,3114,4000,1905
"2 Two Dwelling",424,2751,4500,1899
"2 Two Dwelling",880,2731,904,1933
"2 Two Dwelling",250,3000,2050,1933
"2 Two Dwelling",775,3960,1900,1933
"2 Two Dwelling",540,1426,1050,1920
"2 Two Dwelling",734.694,1836,1800,1910
"2 Two Dwelling",580,2160,2800,1915
"2 Two Dwelling",1300,4020,2516,1933
"2 Two Dwelling",750,3240,1220,1933
"2 Two Dwelling",1300,2538,5000,1910
"2 Two Dwelling",1250,2483,4000,1910
"2 Two Dwelling",640,2483,4000,1910
"2 Two Dwelling",740,2320,2000,1901
"2 Two Dwelling",795,2565,870,1933
"2 Two Dwelling",1425,3220,4050,1910
"2 Two Dwelling",1785,3980,5500,1899
"2 Two Dwelling",1375,2891,5000,1910
"3 Three Dwelling",1030,2868,1320,2007
"3 Three Dwelling",1400,3692,4667,1920
"3 Three Dwelling",999.9,2144,2000,1925
"3 Three Dwelling",2200,20457,4389,2015
"3 Three Dwelling",830,3528,2548,1930
"3 Three Dwelling",734,2736,953,2006
"3 Three Dwelling",734,2736,907,2006
"3 Three Dwelling",734,2736,910,2006
"3 Three Dwelling",734,2736,931,2006
"3 Three Dwelling",600,2424,3283,1915
"3 Three Dwelling",1595,3209,4200,1899
"3 Three Dwelling",1100,3209,4200,1899
"3 Three Dwelling",610,3024,1950,1910
"3 Three Dwelling",575,2838,1863,2006
"3 Three Dwelling",525,2757,1842,2006
"3 Three Dwelling",25,3432,2260,1999
"3 Three Dwelling",700,4380,2000,1929
"3 Three Dwelling",675,3414,2000,1905
"3 Three Dwelling",765,3120,2625,1920
"3 Three Dwelling",300,2080,2050,1932
"3 Three Dwelling",260,2838,1333,2007
"3 Three Dwelling",999.5,3180,2000,2012
"3 Three Dwelling",999.5,3180,2000,2012
"3 Three Dwelling",999.5,3180,2000,2012
"3 Three Dwelling",665,3300,2200,1933
"3 Three Dwelling",350,2200,2050,1933
"3 Three Dwelling",600,2940,1600,1935
"3 Three Dwelling",915,2789,4000,1915
"3 Three Dwelling",450,2789,4000,1915
"1 One Dwelling",515,1404,2000,1910
"1 One Dwelling",600,1800,1175,1931
"1 One Dwelling",565,1440,2000,1920
"1 One Dwelling",270,1540,2050,1940
"1 One Dwelling",390,1376,2080,1920
"1 One Dwelling",575,1380,4000,1920
"1 One Dwelling",442,1376,1860,1920
"1 One Dwelling",180,1664,2150,1920
"1 One Dwelling",465,1512,2150,1925
"1 One Dwelling",133,1404,2000,1925
"1 One Dwelling",87,1568,2300,1925
"1 One Dwelling",430,1600,2000,1930
"1 One Dwelling",382,1428,2000,1920
"1 One Dwelling",311,1935,1900,1920
"1 One Dwelling",630,2776,4000,1901
"1 One Dwelling",283.92,1352,1550,1930
"1 One Dwelling",479.166,2596,1920,1945
"1 One Dwelling",260,966,3500,1925
"1 One Dwelling",504,1832,2200,1930
"1 One Dwelling",560,1956,6000,1925
"1 One Dwelling",5,1568,2000,1935
"1 One Dwelling",415,1930,2000,1940
"1 One Dwelling",380,1632,2500,1930
"1 One Dwelling",490,1274,1900,1925
"1 One Dwelling",220,1274,1900,1925
"1 One Dwelling",375,3066,3000,1930
"1 One Dwelling",400,1280,2400,1935
"1 One Dwelling",420,1280,2400,1935
"1 One Dwelling",450,1280,2400,1925
"1 One Dwelling",273.78,1482,1960,1910
"1 One Dwelling",460,1360,2025,1920
"1 One Dwelling",365.04,1272,2000,1915
"1 One Dwelling",370,1664,2000,1920
"1 One Dwelling",4,1664,2000,1920
"1 One Dwelling",480,1344,2000,1910
"1 One Dwelling",450,1520,2000,1910
"1 One Dwelling",410.67,1350,2000,1910
"1 One Dwelling",407,1507,2000,1910
"1 One Dwelling",510,1322,2000,1910
"1 One Dwelling",265,1322,2000,1910
"1 One Dwelling",200,1600,2000,1950
"1 One Dwelling",525,1200,1200,1920
"1 One Dwelling",405,2400,3000,1920
"1 One Dwelling",445,1404,2000,1920
"1 One Dwelling",365,1408,1600,1920
"1 One Dwelling",1,1472,2000,1920
"1 One Dwelling",328.921,1120,940,1920
"1 One Dwelling",473,1456,2000,1920
"1 One Dwelling",499.5,1536,2000,1920
"1 One Dwelling",550,1840,1888,1910
"1 One Dwelling",449,1782,1800,1920
"1 One Dwelling",715,1330,3000,1910
"1 One Dwelling",425,1436,2000,1930
"1 One Dwelling",600,1216,4000,1925
"1 One Dwelling",600,902,4000,1925
"1 One Dwelling",649,1462,2900,1910
"1 One Dwelling",295,1608,2000,1920
"1 One Dwelling",120,1050,2000,1925
"1 One Dwelling",459.55,1280,2000,1920
"1 One Dwelling",30,1536,2000,1920
"1 One Dwelling",459.8,1536,2000,1920
"1 One Dwelling",234.9,1264,2000,1920
"1 One Dwelling",340,1024,1950,1940
"1 One Dwelling",465,1216,1900,1930
"1 One Dwelling",455,1504,2000,1925
"1 One Dwelling",115,1800,1800,1933
"1 One Dwelling",495,1568,2000,1930
"1 One Dwelling",567.5,1568,2000,1930
"1 One Dwelling",310.284,1568,2000,1930
"1 One Dwelling",475,1568,2033,1930
"1 One Dwelling",450,1492,2000,1930
"1 One Dwelling",540,1512,2000,1920
"1 One Dwelling",490,1280,2500,1935
"1 One Dwelling",492,2256,1967,1925
"1 One Dwelling",470,1280,2000,1930
"1 One Dwelling",479,1492,2000,1930
"1 One Dwelling",215,1408,2000,1930
"1 One Dwelling",280,1312,2400,1920
"1 One Dwelling",197,1881,1800,1940
"1 One Dwelling",556,1568,3000,1920
"1 One Dwelling",595,1392,2500,1930
"1 One Dwelling",395,1296,1808,1945
"1 One Dwelling",700,1650,4000,1930
"1 One Dwelling",979,1975,3588,1920
"1 One Dwelling",440,1550,2633,1920
"1 One Dwelling",220,1608,3000,1925
"1 One Dwelling",485,1836,2280,1925
"1 One Dwelling",175,1424,2000,1930
"1 One Dwelling",495,1650,1900,1930
"1 One Dwelling",470,1840,2667,1930
"1 One Dwelling",355,1840,2667,1930
"1 One Dwelling",223,1472,2000,1930
"1 One Dwelling",520,1472,3000,1925
"1 One Dwelling",520,1567,2000,1920
"1 One Dwelling",414,1380,2400,1920
"1 One Dwelling",447,1190,2100,1920
"1 One Dwelling",870,1630,4100,1910
"1 One Dwelling",1350,2236,7525,1915
"1 One Dwelling",482,1862,1950,1925
"1 One Dwelling",422,1304,2000,1925
"1 One Dwelling",640,1440,2200,1925
"1 One Dwelling",527,1440,2091,1925
"1 One Dwelling",622,1440,2000,1925
"1 One Dwelling",609,1408,2000,1925
"1 One Dwelling",280,1600,1900,1925
"1 One Dwelling",550,1900,1567,1920
"1 One Dwelling",355,1556,1950,1920
"1 One Dwelling",600,1303,2000,1925
"1 One Dwelling",800,2848,2000,1925
"1 One Dwelling",650,1456,2000,1925
"1 One Dwelling",675,1352,2000,1925
"1 One Dwelling",410,1340,2000,1925
"1 One Dwelling",620,1378,2000,1925
"1 One Dwelling",590,1235,2000,1925
"1 One Dwelling",525,1352,2000,1925
"1 One Dwelling",620,1352,2000,1925
"1 One Dwelling",855,1720,2333,1925
"1 One Dwelling",370,1326,2000,1925
"1 One Dwelling",605,1378,2000,1925
"1 One Dwelling",660,1300,2000,1920
"1 One Dwelling",600.5,1404,2033,1920
"1 One Dwelling",335,1176,2233,1930
"1 One Dwelling",875,2897,3600,1925
"1 One Dwelling",700,1530,2175,1925
"1 One Dwelling",540,1586,2000,1915
"1 One Dwelling",998,2035,3000,1915
"1 One Dwelling",850,1312,2650,1925
"1 One Dwelling",760,1348,2000,1925
"1 One Dwelling",665,1248,2500,1925
"1 One Dwelling",665,1216,2500,1925
"1 One Dwelling",495,1280,1650,1940
"1 One Dwelling",690,1995,2550,1930
"1 One Dwelling",230,1336,2500,1925
"1 One Dwelling",500,1408,1591,1925
"1 One Dwelling",450,1452,1600,1950
"1 One Dwelling",260,798,2150,1945
"1 One Dwelling",385,1470,2200,1945
"1 One Dwelling",480,840,2150,1940
"1 One Dwelling",359.84,1327,2200,1910
"1 One Dwelling",43,1408,2500,1910
"1 One Dwelling",525,1795,5300,1940
"1 One Dwelling",150,1600,1900,1925
"1 One Dwelling",185,1424,2000,1920
"1 One Dwelling",463,1424,2400,1920
"1 One Dwelling",429.3,1284,2000,1925
"1 One Dwelling",555,1456,2392,1925
"1 One Dwelling",540,1910,4000,1910
"1 One Dwelling",360,1462,2000,1925
"1 One Dwelling",570,1344,2167,1920
"1 One Dwelling",458,1536,2500,1910
"1 One Dwelling",570,1440,4000,1925
"1 One Dwelling",375,1164,1350,1950
"1 One Dwelling",250,1656,2325,1935
"1 One Dwelling",420,1368,1880,1925
"1 One Dwelling",580,2560,1800,1931
"1 One Dwelling",590,1860,3685,1935
"1 One Dwelling",475,1720,1800,1901
"1 One Dwelling",448.8,1636,1600,1940
"1 One Dwelling",465,1452,1600,1940
"1 One Dwelling",323.5,1452,1600,1940
"1 One Dwelling",239.557,1190,3298,1925
"1 One Dwelling",445,1296,1800,1960
"2 Two Dwelling",202,3472,2200,2004
"2 Two Dwelling",160,1520,2000,1910
"2 Two Dwelling",575,2308,1892,1931
"2 Two Dwelling",625,2814,3000,1920
"2 Two Dwelling",569,2038,1623,1945
"2 Two Dwelling",94,2038,1623,1945
"2 Two Dwelling",850,2831,1373,1931
"2 Two Dwelling",650,2833,1373,1931
"2 Two Dwelling",529,2080,4000,1910
"2 Two Dwelling",535,2090,2000,1920
"2 Two Dwelling",810,2144,4000,1910
"2 Two Dwelling",275,1440,2000,1920
"2 Two Dwelling",575,2466,2667,1940
"2 Two Dwelling",360,1540,1600,1940
"2 Two Dwelling",50,1404,2000,1920
"2 Two Dwelling",545,2016,2000,1901
"2 Two Dwelling",460,1980,2000,1940
"2 Two Dwelling",359,1598,1867,1945
"2 Two Dwelling",582,3530,2500,1940
"2 Two Dwelling",547,2290,2000,1950
"2 Two Dwelling",680,2650,3500,1999
"2 Two Dwelling",600,1736,2000,1940
"2 Two Dwelling",325,1736,2000,1940
"2 Two Dwelling",527.5,2320,3000,1920
"2 Two Dwelling",150,1008,2400,1925
"2 Two Dwelling",600,1650,2300,1950
"2 Two Dwelling",230,2286,2754,1950
"2 Two Dwelling",391.1,1505,2000,1955
"2 Two Dwelling",350,1743,2200,1955
"2 Two Dwelling",359.97,1272,2000,1955
"2 Two Dwelling",1,1456,2000,1925
"2 Two Dwelling",615,2720,2500,1930
"2 Two Dwelling",290,1344,2400,1925
"2 Two Dwelling",418.7,1929,1800,1940
"2 Two Dwelling",615,1782,1800,1940
"2 Two Dwelling",350,2480,2200,1925
"2 Two Dwelling",510,1335,2317,1920
"2 Two Dwelling",620,1408,2000,1910
"2 Two Dwelling",475,1640,2050,1920
"2 Two Dwelling",700,2060,2280,1910
"2 Two Dwelling",238,2122,1800,1910
"2 Two Dwelling",765.5,2060,1950,1910
"2 Two Dwelling",1,3840,1550,1925
"2 Two Dwelling",730,2160,2283,1910
"2 Two Dwelling",540,2080,2000,1910
"2 Two Dwelling",125,3600,2000,1928
"2 Two Dwelling",545,2048,2000,1910
"2 Two Dwelling",135,1482,1980,1910
"2 Two Dwelling",195,1672,2000,1920
"2 Two Dwelling",360,1680,2256,1925
"2 Two Dwelling",549,2240,2000,1920
"2 Two Dwelling",550,2900,1913,1930
"2 Two Dwelling",350,2192,3000,1915
"2 Two Dwelling",300,3696,4000,1920
"2 Two Dwelling",200,2600,1787,1931
"2 Two Dwelling",890,3480,2000,1931
"2 Two Dwelling",775,3480,2000,1931
"2 Two Dwelling",570,2048,2000,1910
"2 Two Dwelling",438.124,2048,2000,1910
"2 Two Dwelling",782,2048,2000,1910
"2 Two Dwelling",700,3300,1600,1931
"2 Two Dwelling",565,1920,4800,1910
"2 Two Dwelling",1305,2295,10000,1899
"2 Two Dwelling",660,2560,1794,1931
"2 Two Dwelling",5,1410,2000,1920
"2 Two Dwelling",519,2000,2000,1920
"2 Two Dwelling",553,1824,2000,1920
"2 Two Dwelling",515,1652,1600,1920
"2 Two Dwelling",670,2400,4000,2002
"2 Two Dwelling",350,1376,2000,1950
"2 Two Dwelling",425,1800,2346,1910
"2 Two Dwelling",699,3000,2003,2008
"2 Two Dwelling",479.575,1536,2000,1920
"2 Two Dwelling",565,1568,1690,1910
"2 Two Dwelling",525,2080,1600,1920
"2 Two Dwelling",699,1536,2050,1910
"2 Two Dwelling",425,1600,2000,1910
"2 Two Dwelling",265,1860,1533,1930
"2 Two Dwelling",388,1683,1750,1930
"2 Two Dwelling",375,1600,2000,1920
"2 Two Dwelling",590,2155,2000,1945
"2 Two Dwelling",320,2155,2000,1945
"2 Two Dwelling",499.9,1845,1575,1930
"2 Two Dwelling",342,1856,2000,1920
"2 Two Dwelling",435,1280,2000,1910
"2 Two Dwelling",361,1548,4220,1910
"2 Two Dwelling",355,988,2150,1945
"2 Two Dwelling",437.5,904,2150,1945
"2 Two Dwelling",539,904,2150,1945
"2 Two Dwelling",830,1852,4000,1925
"2 Two Dwelling",375,1280,2000,1920
"2 Two Dwelling",10,1440,2000,1920
"2 Two Dwelling",275,1216,1900,1935
"2 Two Dwelling",425.215,1568,1908,1930
"2 Two Dwelling",10,1600,2025,1930
"2 Two Dwelling",495,1448,1500,1910
"2 Two Dwelling",670,2560,2500,1920
